model,interaction_log_hr,interaction_hr,ci95_low,ci95_high,p_value,fdr_bh
elastic_net_cox,0.369076876928841,1.4463987940978655,0.9464331506224613,2.210477803098742,0.0880921730916542,0.1753539774406056
random_survival_forest,0.1948138440893035,1.2150847702226624,0.779203699378078,1.8947946474143729,0.3901203659886488,0.3901203659886488
survivalpfn,0.3180712422267777,1.3744741783407166,0.8750116665375011,2.159033232552245,0.1674401434898808,0.209300179362351
survpfn,0.4997876671853234,1.648371230235957,1.064348866225174,2.552854424796057,0.0251302702015571,0.1256513510077856
xgb_aft,0.3703829911213478,1.448289190358813,0.9252411669241924,2.2670214576412646,0.1052123864643633,0.1753539774406056
