feature,family,log_hazard_ratio_per_sd,hazard_ratio_per_sd,ci95_low,ci95_high,p_value,n,events,error,fdr_bh,valid_training_splits,split_log_hr_median,split_log_hr_q25,split_log_hr_q75,direction_consistency,gene,state,state_rank,prominence_score,bootstrap_selection_frequency,stable_marker,hpa_evidence
BLNK,gene,-0.1534464294590943,0.8577467129234393,0.6794337976091774,1.0828566758378566,0.1968775914699844,182,77,,0.9172562174922776,50,-0.1558219440135945,-0.1900805080644995,-0.1080652704187689,0.98,BLNK,B,8,0.929562479075996,1.0,True,Evidence at protein level
GZMA,gene,0.1477814872250743,1.1592595556625254,0.9221842841253288,1.4572821729113707,0.2055191614226811,182,77,,0.9172562174922776,50,0.1609972231573863,0.0965508690084563,0.1936974040366461,0.98,GZMA,CD8Tex,4,1.00617781218614,1.0,True,Evidence at protein level
CD96,gene,0.1495930304994372,1.1613615078276511,0.9209014607191924,1.464608983039705,0.2062997642941324,182,77,,0.9172562174922776,50,0.1532394740729056,0.1036560371723063,0.1970497635619865,1.0,CD96,CD8Tex,8,0.9650788834951456,1.0,True,Evidence at protein level
LY6D,gene,-0.2007048694198846,0.8181538581487006,0.598649664562123,1.1181426721306411,0.2079197663399728,182,77,,0.9172562174922776,50,-0.2078353067691922,-0.2816240978313224,-0.1230268916500085,0.86,LY6D,Malignant,4,1.041044526280549,1.0,True,Evidence at protein level
TREM1,gene,0.1466960497224213,1.1580019345235493,0.9169760354429468,1.4623811621342162,0.2179376460430691,182,77,,0.9172562174922776,50,0.1592298750527192,0.1079821245705614,0.2023234536427534,0.96,TREM1,Mono/Macro,9,0.9988627803816538,1.0,True,Evidence at protein level
GATA2,gene,-0.1368779619504599,0.8720766461712784,0.6993734826049312,1.087427098271831,0.2241335608047222,182,77,,0.9172562174922776,50,-0.1377025424667754,-0.1723808823155777,-0.086080550488097,1.0,GATA2,Mast,2,1.0502123786407769,1.0,True,Evidence at protein level
CCL19,gene,-0.1408699418560176,0.8686022731512351,0.6903572580601379,1.092868801066143,0.2293140543730694,182,77,,0.9172562174922776,50,-0.1270158302984086,-0.1787479182424967,-0.1004389859726656,1.0,CCL19,DC,1,1.025427895882156,1.0,True,Evidence at protein level
PLA2G7,gene,0.1260967584634228,1.1343919249925756,0.9123475434033428,1.410476795594829,0.2565544892514493,182,77,,0.925882196077601,50,0.1419132174222538,0.0843719136773961,0.1806607829422967,1.0,PLA2G7,Mono/Macro,8,0.9999215349849346,1.0,True,Evidence at protein level
CD247,gene,0.1416269759212509,1.152146789873297,0.8997005518538981,1.4754267102315912,0.2617070037976695,182,77,,0.925882196077601,50,0.1445032739336564,0.0928706325020821,0.193364838168194,0.96,CD247,CD8Tex,7,0.977591437897556,1.0,True,Evidence at protein level
PILRA,gene,0.1135909460800329,1.12029377058636,0.9177640690274654,1.367517180907465,0.2642135204667127,182,77,,0.925882196077601,50,0.1236020370651497,0.0713977700830338,0.16312849130732,0.98,PILRA,Mono/Macro,10,0.996600895547372,1.0,True,Evidence at protein level
