panel,model,harrell_c_mean,harrell_c_std,harrell_c_count,uno_c_mean,uno_c_std,uno_c_count,integrated_brier_mean,integrated_brier_std,integrated_brier_count,brier_t365_mean,brier_t365_std,brier_t365_count,auc_t365_mean,auc_t365_std,auc_t365_count,calibration_intercept_t365_mean,calibration_intercept_t365_std,calibration_intercept_t365_count,calibration_slope_t365_mean,calibration_slope_t365_std,calibration_slope_t365_count,brier_t1095_mean,brier_t1095_std,brier_t1095_count,auc_t1095_mean,auc_t1095_std,auc_t1095_count,calibration_intercept_t1095_mean,calibration_intercept_t1095_std,calibration_intercept_t1095_count,calibration_slope_t1095_mean,calibration_slope_t1095_std,calibration_slope_t1095_count,brier_t1825_mean,brier_t1825_std,brier_t1825_count,auc_t1825_mean,auc_t1825_std,auc_t1825_count,calibration_intercept_t1825_mean,calibration_intercept_t1825_std,calibration_intercept_t1825_count,calibration_slope_t1825_mean,calibration_slope_t1825_std,calibration_slope_t1825_count
clinical,survpfn,0.6612377850162866,,1,0.6139288660079159,,1,0.1933896532912762,,1,0.17358850451802524,,1,0.7589428236744407,,1,1.3633811703574583,,1,2.8021341715296635,,1,0.1949230072823977,,1,0.4390249882676548,,1,,,0,,,0,0.21012409408228414,,1,0.4390249882676548,,1,,,0,,,0
