dataset,model,repeat,horizon_days,threshold_probability,net_benefit,treat_all_net_benefit
TCGA_ESCA_outer_test,random_survival_forest,2,365,0.2,0.03639957894626075,0.045041689453716366
TCGA_ESCA_outer_test,random_survival_forest,2,365,0.225,0.024415972278194156,0.014197433868846587
TCGA_ESCA_outer_test,random_survival_forest,2,365,0.25,0.00012116582034489565,-0.018703105421681132
TCGA_ESCA_outer_test,random_survival_forest,2,365,0.275,0.00030490768962961046,-0.05387264742190051
TCGA_ESCA_outer_test,random_survival_forest,2,365,0.3,-1.8689031815108392e-06,-0.09155429956499261
TCGA_ESCA_outer_test,random_survival_forest,2,365,0.325,-0.001556683070127695,-0.1320271852001656
TCGA_ESCA_outer_test,random_survival_forest,2,365,0.35,-0.007287395473399986,-0.1756133697303519
TCGA_ESCA_outer_test,random_survival_forest,2,365,0.375,0.0,-0.2226864490229532
TCGA_ESCA_outer_test,random_survival_forest,2,365,0.4,0.0,-0.2736822849232713
TCGA_ESCA_outer_test,random_survival_forest,2,365,0.425,0.0,-0.32911254133666046
TCGA_ESCA_outer_test,random_survival_forest,2,365,0.45,0.0,-0.38958191196944847
TCGA_ESCA_outer_test,random_survival_forest,2,365,0.475,0.0,-0.45581027028154975
TCGA_ESCA_outer_test,random_survival_forest,2,365,0.5,0.0,-0.5286614644248613
TCGA_ESCA_outer_test,random_survival_forest,2,365,0.525,0.0,-0.6091812053201003
TCGA_ESCA_outer_test,random_survival_forest,2,365,0.55,0.0,-0.6986475840925881
TCGA_ESCA_outer_test,random_survival_forest,2,365,0.575,0.0,-0.7986394191912506
TCGA_ESCA_outer_test,random_survival_forest,2,365,0.6,0.0,-0.9111302336772463
TCGA_ESCA_outer_test,random_survival_forest,2,1095,0.05,0.5725853258189347,0.5725853258189347
TCGA_ESCA_outer_test,random_survival_forest,2,1095,0.075,0.5605376619614937,0.5605376619614937
TCGA_ESCA_outer_test,random_survival_forest,2,1095,0.1,0.5478206834453059,0.5478206834453059
TCGA_ESCA_outer_test,random_survival_forest,2,1095,0.125,0.5343770204424788,0.5343770204424788
TCGA_ESCA_outer_test,random_survival_forest,2,1095,0.15,0.520142553733603,0.520142553733603
TCGA_ESCA_outer_test,random_survival_forest,2,1095,0.175,0.5050453920726742,0.5050453920726742
TCGA_ESCA_outer_test,random_survival_forest,2,1095,0.2,0.4890046578079372,0.4890046578079372
TCGA_ESCA_outer_test,random_survival_forest,2,1095,0.225,0.4719290374616044,0.4719290374616044
TCGA_ESCA_outer_test,random_survival_forest,2,1095,0.25,0.4537150424255161,0.4537150424255161
TCGA_ESCA_outer_test,random_survival_forest,2,1095,0.275,0.43424490980073194,0.43424490980073194
TCGA_ESCA_outer_test,random_survival_forest,2,1095,0.3,0.41338405341703477,0.41338405341703477
TCGA_ESCA_outer_test,random_survival_forest,2,1095,0.325,0.3909779484123229,0.3909779484123229
TCGA_ESCA_outer_test,random_survival_forest,2,1095,0.35,0.36684829686878706,0.36684829686878706
TCGA_ESCA_outer_test,random_survival_forest,2,1095,0.375,0.34078827320176835,0.34078827320176835
TCGA_ESCA_outer_test,random_survival_forest,2,1095,0.4,0.3125565808958314,0.3125565808958314
TCGA_ESCA_outer_test,random_survival_forest,2,1095,0.425,0.28186995882416077,0.28186995882416077
TCGA_ESCA_outer_test,random_survival_forest,2,1095,0.45,0.28722619135321464,0.24839364383688378
TCGA_ESCA_outer_test,random_survival_forest,2,1095,0.475,0.28470101230898687,0.2117291083746281
TCGA_ESCA_outer_test,random_survival_forest,2,1095,0.5,0.24965726625592277,0.17139811936614668
TCGA_ESCA_outer_test,random_survival_forest,2,1095,0.525,0.22243652565757105,0.1268217630936146
TCGA_ESCA_outer_test,random_survival_forest,2,1095,0.55,0.15673007861115285,0.07729247834635677
TCGA_ESCA_outer_test,random_survival_forest,2,1095,0.575,0.07369160506607159,0.02193621892295128
TCGA_ESCA_outer_test,random_survival_forest,2,1095,0.6,0.03840749830913834,-0.040339572928380196
TCGA_ESCA_outer_test,random_survival_forest,3,365,0.05,0.19561951994080845,0.19561951994080845
TCGA_ESCA_outer_test,random_survival_forest,3,365,0.075,0.1743846076773926,0.17384024068605686
TCGA_ESCA_outer_test,random_survival_forest,3,365,0.1,0.14656900080180396,0.15085100147270794
TCGA_ESCA_outer_test,random_survival_forest,3,365,0.125,0.13154057397552438,0.12654809144716767
TCGA_ESCA_outer_test,random_survival_forest,3,365,0.15,0.1053141426030237,0.10081559847894855
TCGA_ESCA_outer_test,random_survival_forest,3,365,0.175,0.0681230131853337,0.0735235604823525
TCGA_ESCA_outer_test,random_survival_forest,3,365,0.2,0.042253554615723,0.044525770110969254
TCGA_ESCA_outer_test,random_survival_forest,3,365,0.225,0.022453295116742003,0.013657154554335471
TCGA_ESCA_outer_test,random_survival_forest,3,365,0.25,0.010400732683120195,-0.019269368706073958
TCGA_ESCA_outer_test,random_survival_forest,3,365,0.275,0.0014267983483369912,-0.05446668667409785
TCGA_ESCA_outer_test,random_survival_forest,3,365,0.3,0.005434816712295273,-0.09217809878269476
TCGA_ESCA_outer_test,random_survival_forest,3,365,0.325,0.006491389263158464,-0.13268294882526185
TCGA_ESCA_outer_test,random_survival_forest,3,365,0.35,-0.006214931900376754,-0.1763035565634111
TCGA_ESCA_outer_test,random_survival_forest,3,365,0.375,-0.0042500249887368734,-0.22341381292061227
TCGA_ESCA_outer_test,random_survival_forest,3,365,0.4,-0.0016502271725864267,-0.27444992397424695
TCGA_ESCA_outer_test,random_survival_forest,3,365,0.425,0.0,-0.3299239577281975
TCGA_ESCA_outer_test,random_survival_forest,3,365,0.45,0.0,-0.39044108545977985
TCGA_ESCA_outer_test,random_survival_forest,3,365,0.475,0.0,-0.4567217491657988
TCGA_ESCA_outer_test,random_survival_forest,3,365,0.5,0.0,-0.5296304792424197
TCGA_ESCA_outer_test,random_survival_forest,3,365,0.525,0.0,-0.6102138124850006
TCGA_ESCA_outer_test,random_survival_forest,3,365,0.55,0.0,-0.6997508494212017
TCGA_ESCA_outer_test,random_survival_forest,3,365,0.575,0.0,-0.7998216554087201
TCGA_ESCA_outer_test,random_survival_forest,3,365,0.6,0.0,-0.9124013121446788
TCGA_ESCA_outer_test,random_survival_forest,3,1095,0.05,0.5679134763873336,0.5679134763873336
TCGA_ESCA_outer_test,random_survival_forest,3,1095,0.075,0.5556100674800062,0.5556100674800062
TCGA_ESCA_outer_test,random_survival_forest,3,1095,0.1,0.5426231358556051,0.5426231358556051
TCGA_ESCA_outer_test,random_survival_forest,3,1095,0.125,0.5288940938526666,0.5288940938526666
TCGA_ESCA_outer_test,random_survival_forest,3,1095,0.15,0.5143574611436731,0.5143574611436731
TCGA_ESCA_outer_test,random_survival_forest,3,1095,0.175,0.4989398203917102,0.4989398203917102
TCGA_ESCA_outer_test,random_survival_forest,3,1095,0.2,0.48255857709274963,0.48255857709274963
TCGA_ESCA_outer_test,random_survival_forest,3,1095,0.225,0.46512047938740453,0.46512047938740453
TCGA_ESCA_outer_test,random_survival_forest,3,1095,0.25,0.44651984183503635,0.44651984183503635
TCGA_ESCA_outer_test,random_survival_forest,3,1095,0.275,0.4266364016928498,0.4266364016928498
TCGA_ESCA_outer_test,random_survival_forest,3,1095,0.3,0.4053327158262212,0.4053327158262212
TCGA_ESCA_outer_test,random_survival_forest,3,1095,0.325,0.39448791624944857,0.3824509791546573
TCGA_ESCA_outer_test,random_survival_forest,3,1095,0.35,0.36631106259306223,0.357809108892973
TCGA_ESCA_outer_test,random_survival_forest,3,1095,0.375,0.3314215546837168,0.331195889010354
TCGA_ESCA_outer_test,random_survival_forest,3,1095,0.4,0.29326465377483124,0.3023649008041833
TCGA_ESCA_outer_test,random_survival_forest,3,1095,0.425,0.2536481525383085,0.2710268701453023
TCGA_ESCA_outer_test,random_survival_forest,3,1095,0.45,0.223413746353544,0.23683992760834116
TCGA_ESCA_outer_test,random_survival_forest,3,1095,0.475,0.17355230294267693,0.1993970857821456
TCGA_ESCA_outer_test,random_survival_forest,3,1095,0.5,0.09783665668812719,0.1582099597733304
TCGA_ESCA_outer_test,random_survival_forest,3,1095,0.525,0.058116478864314425,0.11268734681621889
TCGA_ESCA_outer_test,random_survival_forest,3,1095,0.55,0.08687346681450042,0.06210666575276169
TCGA_ESCA_outer_test,random_survival_forest,3,1095,0.575,0.057591083987187375,0.005575316328897961
TCGA_ESCA_outer_test,random_survival_forest,3,1095,0.6,-0.01088287850825631,-0.05802245177294896
TCGA_ESCA_outer_test,random_survival_forest,4,365,0.05,0.1956361450224554,0.1956361450224554
TCGA_ESCA_outer_test,random_survival_forest,4,365,0.075,0.16849995180138774,0.17388560540124234
TCGA_ESCA_outer_test,random_survival_forest,4,365,0.1,0.14593691035147757,0.15092670246773965
TCGA_ESCA_outer_test,random_survival_forest,4,365,0.125,0.12131791411162363,0.12665586222375108
TCGA_ESCA_outer_test,random_survival_forest,4,365,0.15,0.10049900253375404,0.100957325494822
TCGA_ESCA_outer_test,random_survival_forest,4,365,0.175,0.07821439890257759,0.07370130169141237
TCGA_ESCA_outer_test,random_survival_forest,4,365,0.2,0.04835879122869116,0.044741776400289646
TCGA_ESCA_outer_test,random_survival_forest,4,365,0.225,0.0244478510576661,0.013913894638771906
TCGA_ESCA_outer_test,random_survival_forest,4,365,0.25,0.015047508194849568,-0.01896917924018035
TCGA_ESCA_outer_test,random_survival_forest,4,365,0.275,0.023799121832030076,-0.05412005131768108
TCGA_ESCA_outer_test,random_survival_forest,4,365,0.3,0.010647012476487382,-0.09178169997214605
TCGA_ESCA_outer_test,random_survival_forest,4,365,0.325,0.0006711876297763354,-0.13223310037879368
TCGA_ESCA_outer_test,random_survival_forest,4,365,0.35,-0.008472441062984771,-0.17579614697056803
TCGA_ESCA_outer_test,random_survival_forest,4,365,0.375,-0.006078493927991622,-0.22284423728968436
TCGA_ESCA_outer_test,random_survival_forest,4,365,0.4,-0.004425499330123758,-0.2738130018020605
TCGA_ESCA_outer_test,random_survival_forest,4,365,0.425,0.0,-0.3292138327937735
TCGA_ESCA_outer_test,random_survival_forest,4,365,0.45,0.0,-0.38965110296655125
TCGA_ESCA_outer_test,random_survival_forest,4,365,0.475,0.0,-0.4558443036319746
TCGA_ESCA_outer_test,random_survival_forest,4,365,0.5,0.0,-0.5286568243639403
TCGA_ESCA_outer_test,random_survival_forest,4,365,0.525,0.0,-0.6091338209624289
TCGA_ESCA_outer_test,random_survival_forest,4,365,0.55,0.0,-0.6985527060718605
TCGA_ESCA_outer_test,random_survival_forest,4,365,0.575,0.0,-0.7984914600176953
TCGA_ESCA_outer_test,random_survival_forest,4,365,0.6,0.0,-0.9109225582067602
TCGA_ESCA_outer_test,random_survival_forest,4,1095,0.05,0.5662521397886068,0.5662521397886068
TCGA_ESCA_outer_test,random_survival_forest,4,1095,0.075,0.5539380733227813,0.5539380733227813
TCGA_ESCA_outer_test,random_survival_forest,4,1095,0.1,0.540939892053299,0.540939892053299
TCGA_ESCA_outer_test,random_survival_forest,4,1095,0.125,0.5271989575684175,0.5271989575684175
TCGA_ESCA_outer_test,random_survival_forest,4,1095,0.15,0.5126497328197196,0.5126497328197196
TCGA_ESCA_outer_test,random_survival_forest,4,1095,0.175,0.4972187368741309,0.4972187368741309
TCGA_ESCA_outer_test,random_survival_forest,4,1095,0.2,0.4808233036819428,0.4808233036819428
TCGA_ESCA_outer_test,random_survival_forest,4,1095,0.225,0.46337010060638784,0.46337010060638784
TCGA_ESCA_outer_test,random_survival_forest,4,1095,0.25,0.44475335065912913,0.44475335065912913
TCGA_ESCA_outer_test,random_survival_forest,4,1095,0.275,0.4248526869224043,0.4248526869224043
TCGA_ESCA_outer_test,random_survival_forest,4,1095,0.3,0.4035305472044849,0.4035305472044849
TCGA_ESCA_outer_test,random_survival_forest,4,1095,0.325,0.3806289897296826,0.3806289897296826
TCGA_ESCA_outer_test,random_survival_forest,4,1095,0.35,0.3559657739875878,0.3559657739875878
TCGA_ESCA_outer_test,random_survival_forest,4,1095,0.375,0.32932950098612535,0.32932950098612535
TCGA_ESCA_outer_test,random_survival_forest,4,1095,0.4,0.3161887732611183,0.3004735385678744
TCGA_ESCA_outer_test,random_survival_forest,4,1095,0.425,0.26851733693883945,0.26910836202629723
TCGA_ESCA_outer_test,random_survival_forest,4,1095,0.45,0.23208294953752712,0.23489180579912228
TCGA_ESCA_outer_test,random_survival_forest,4,1095,0.475,0.1801113816626137,0.1974165299312639
TCGA_ESCA_outer_test,random_survival_forest,4,1095,0.5,0.10144108345481756,0.15619372647661967
TCGA_ESCA_outer_test,random_survival_forest,4,1095,0.525,0.09516479733600353,0.11063168055306549
TCGA_ESCA_outer_test,random_survival_forest,4,1095,0.55,0.10265879347781148,0.06000718508244973
TCGA_ESCA_outer_test,random_survival_forest,4,1095,0.575,0.14541335652987225,0.0034268666152912353
TCGA_ESCA_outer_test,random_survival_forest,4,1095,0.6,0.06265782115269067,-0.060225991660262435
TCGA_ESCA_outer_test,random_survival_forest,5,365,0.05,0.19623843871797114,0.19589743857575062
TCGA_ESCA_outer_test,random_survival_forest,5,365,0.075,0.16342772659792235,0.17413413410127
TCGA_ESCA_outer_test,random_survival_forest,5,365,0.1,0.1363307890741819,0.15116175715598484
TCGA_ESCA_outer_test,random_survival_forest,5,365,0.125,0.11498931480109147,0.12687667295668342
TCGA_ESCA_outer_test,random_survival_forest,5,365,0.15,0.09243263138919618,0.1011630543927172
TCGA_ESCA_outer_test,random_survival_forest,5,365,0.175,0.06927271712015975,0.07389103470366212
TCGA_ESCA_outer_test,random_survival_forest,5,365,0.2,0.04886618228722289,0.0449145137840411
TCGA_ESCA_outer_test,random_survival_forest,5,365,0.225,0.002927299445652745,0.014068539901863908
TCGA_ESCA_outer_test,random_survival_forest,5,365,0.25,0.010469788265261737,-0.01883383223912513
TCGA_ESCA_outer_test,random_survival_forest,5,365,0.275,0.011932231092070616,-0.05400533349328587
TCGA_ESCA_outer_test,random_survival_forest,5,365,0.3,0.0017290309597171316,-0.09168908483702945
TCGA_ESCA_outer_test,random_survival_forest,5,365,0.325,-0.005617477712937698,-0.13216422516919843
TCGA_ESCA_outer_test,random_survival_forest,5,365,0.35,-0.004642052587598741,-0.1757528378346113
TCGA_ESCA_outer_test,random_survival_forest,5,365,0.375,-0.004695988362128499,-0.22282853951325712
TCGA_ESCA_outer_test,random_survival_forest,5,365,0.4,-0.007857241980318817,-0.2738272163317902
TCGA_ESCA_outer_test,random_survival_forest,5,365,0.425,-0.009861850276985,-0.32926056069976084
TCGA_ESCA_outer_test,random_survival_forest,5,365,0.45,-0.005469641915167293,-0.3897333000102742
TCGA_ESCA_outer_test,random_survival_forest,5,365,0.475,0.0,-0.45596534782655074
TCGA_ESCA_outer_test,random_survival_forest,5,365,0.5,0.0,-0.5288206004244551
TCGA_ESCA_outer_test,random_survival_forest,5,365,0.525,0.0,-0.6093448269800337
TCGA_ESCA_outer_test,random_survival_forest,5,365,0.55,0.0,-0.6988161898195653
TCGA_ESCA_outer_test,random_survival_forest,5,365,0.575,0.0,-0.7988135953461001
TCGA_ESCA_outer_test,random_survival_forest,5,365,0.6,0.0,-0.9113106765634525
TCGA_ESCA_outer_test,random_survival_forest,5,1095,0.05,0.5732042075425395,0.5732042075425395
TCGA_ESCA_outer_test,random_survival_forest,5,1095,0.075,0.5608097756105387,0.5608097756105387
TCGA_ESCA_outer_test,random_survival_forest,5,1095,0.1,0.54772676412676,0.54772676412676
TCGA_ESCA_outer_test,random_survival_forest,5,1095,0.125,0.5338961519867653,0.5338961519867653
TCGA_ESCA_outer_test,random_survival_forest,5,1095,0.15,0.5192519744267711,0.5192519744267711
TCGA_ESCA_outer_test,random_survival_forest,5,1095,0.175,0.5037202709540498,0.5037202709540498
TCGA_ESCA_outer_test,random_survival_forest,5,1095,0.2,0.48721783601428353,0.48721783601428353
TCGA_ESCA_outer_test,random_survival_forest,5,1095,0.225,0.4696507278525968,0.4696507278525968
TCGA_ESCA_outer_test,random_survival_forest,5,1095,0.25,0.45091247914679766,0.45091247914679766
TCGA_ESCA_outer_test,random_survival_forest,5,1095,0.275,0.4308819374268055,0.4308819374268055
TCGA_ESCA_outer_test,random_survival_forest,5,1095,0.3,0.42040360042338343,0.4094206427268138
TCGA_ESCA_outer_test,random_survival_forest,5,1095,0.325,0.4017640835821826,0.3863696224934895
TCGA_ESCA_outer_test,random_survival_forest,5,1095,0.35,0.3580013376197668,0.3615454468576017
TCGA_ESCA_outer_test,random_survival_forest,5,1095,0.375,0.3299099368645636,0.33473533717084286
TCGA_ESCA_outer_test,random_survival_forest,5,1095,0.4,0.3064241456446506,0.3056910516768541
TCGA_ESCA_outer_test,random_survival_forest,5,1095,0.425,0.28089611170996237,0.2741211761399099
TCGA_ESCA_outer_test,random_survival_forest,5,1095,0.45,0.2530473474175754,0.23968131191778902
TCGA_ESCA_outer_test,random_survival_forest,5,1095,0.475,0.21689452017510819,0.20196146062689457
TCGA_ESCA_outer_test,random_survival_forest,5,1095,0.5,0.21477564514610964,0.1604696242069107
TCGA_ESCA_outer_test,random_survival_forest,5,1095,0.525,0.11846291031165562,0.1146102260585074
TCGA_ESCA_outer_test,random_survival_forest,5,1095,0.55,0.03223587618339441,0.06365533922694833
TCGA_ESCA_outer_test,random_survival_forest,5,1095,0.575,-0.009689232748212706,0.0067057598269706364
TCGA_ESCA_outer_test,random_survival_forest,5,1095,0.6,-0.024230509742809048,-0.05736251699800454
TCGA_ESCA_outer_test,random_survival_forest,6,365,0.05,0.19572563707282267,0.19572563707282267
TCGA_ESCA_outer_test,random_survival_forest,6,365,0.075,0.17393939007034137,0.17393939007034137
TCGA_ESCA_outer_test,random_survival_forest,6,365,0.1,0.14766445148299318,0.15094279601216667
TCGA_ESCA_outer_test,random_survival_forest,6,365,0.125,0.11694782445725935,0.1266321108649534
TCGA_ESCA_outer_test,random_survival_forest,6,365,0.15,0.08329812343227005,0.10089138541496293
TCGA_ESCA_outer_test,random_survival_forest,6,365,0.175,0.06726104176824046,0.07359061599830632
TCGA_ESCA_outer_test,random_survival_forest,6,365,0.2,0.041980569000357085,0.04458354849310869
TCGA_ESCA_outer_test,random_survival_forest,6,365,0.225,0.025338991526311416,0.013705057277898336
TCGA_ESCA_outer_test,random_survival_forest,6,365,0.25,0.016582752853674554,-0.019232000018326117
TCGA_ESCA_outer_test,random_survival_forest,6,365,0.275,0.020575239821790506,-0.05444057850739362
TCGA_ESCA_outer_test,random_survival_forest,6,365,0.3,0.002469327262512165,-0.0921640554599659
TCGA_ESCA_outer_test,random_survival_forest,6,365,0.325,-0.005327823961758842,-0.1326818640386546
TCGA_ESCA_outer_test,random_survival_forest,6,365,0.35,-0.0016020351636807113,-0.17631642712339637
TCGA_ESCA_outer_test,random_survival_forest,6,365,0.375,-0.0024310114295943786,-0.22344175525491747
TCGA_ESCA_outer_test,random_survival_forest,6,365,0.4,-0.004490288107032363,-0.2744941940640653
TCGA_ESCA_outer_test,random_survival_forest,6,365,0.425,0.0,-0.3299859753783564
TCGA_ESCA_outer_test,random_survival_forest,6,365,0.45,0.0,-0.3905224640848557
TCGA_ESCA_outer_test,random_survival_forest,6,365,0.475,0.0,-0.4568243326681646
TCGA_ESCA_outer_test,random_survival_forest,6,365,0.5,0.0,-0.5297563881098044
TCGA_ESCA_outer_test,random_survival_forest,6,365,0.525,0.0,-0.6103655020189852
TCGA_ESCA_outer_test,random_survival_forest,6,365,0.55,0.0,-0.6999311841402973
TCGA_ESCA_outer_test,random_survival_forest,6,365,0.575,0.0,-0.8000340053347045
TCGA_ESCA_outer_test,random_survival_forest,6,365,0.6,0.0,-0.912649679178413
TCGA_ESCA_outer_test,random_survival_forest,6,1095,0.05,0.5705855207587811,0.5705855207587811
TCGA_ESCA_outer_test,random_survival_forest,6,1095,0.075,0.5578032542901508,0.5578032542901508
TCGA_ESCA_outer_test,random_survival_forest,6,1095,0.1,0.5443108619065965,0.5443108619065965
TCGA_ESCA_outer_test,random_survival_forest,6,1095,0.125,0.5300474756725534,0.5300474756725534
TCGA_ESCA_outer_test,random_survival_forest,6,1095,0.15,0.5149450667188606,0.5149450667188606
TCGA_ESCA_outer_test,random_survival_forest,6,1095,0.175,0.4989273602528229,0.4989273602528229
TCGA_ESCA_outer_test,random_survival_forest,6,1095,0.2,0.4819085471326578,0.4819085471326578
TCGA_ESCA_outer_test,random_survival_forest,6,1095,0.225,0.46379174606925627,0.46379174606925627
TCGA_ESCA_outer_test,random_survival_forest,6,1095,0.25,0.44446715826829464,0.44446715826829464
TCGA_ESCA_outer_test,random_survival_forest,6,1095,0.275,0.42380984027416324,0.42380984027416324
TCGA_ESCA_outer_test,random_survival_forest,6,1095,0.3,0.4016769995661653,0.4016769995661653
TCGA_ESCA_outer_test,random_survival_forest,6,1095,0.325,0.3726614356876419,0.37790468917609343
TCGA_ESCA_outer_test,random_survival_forest,6,1095,0.35,0.3483748787663,0.35230373952524685
TCGA_ESCA_outer_test,random_survival_forest,6,1095,0.375,0.3094648359928756,0.3246547139023324
TCGA_ESCA_outer_test,random_survival_forest,6,1095,0.4,0.26371119666737686,0.29470160281084185
TCGA_ESCA_outer_test,random_survival_forest,6,1095,0.425,0.23282503188697468,0.26214387336356954
TCGA_ESCA_outer_test,random_survival_forest,6,1095,0.45,0.21800451863792447,0.22662635033018158
TCGA_ESCA_outer_test,random_survival_forest,6,1095,0.475,0.2287027993475767,0.18772620605551854
TCGA_ESCA_outer_test,random_survival_forest,6,1095,0.5,0.2186086710135554,0.14493604735338916
TCGA_ESCA_outer_test,random_survival_forest,6,1095,0.525,0.12432221221015116,0.09764166141945668
TCGA_ESCA_outer_test,random_survival_forest,6,1095,0.55,0.1295323159216461,0.0450923437150873
TCGA_ESCA_outer_test,random_survival_forest,6,1095,0.575,0.1188742043008354,-0.013639246660384186
TCGA_ESCA_outer_test,random_survival_forest,6,1095,0.6,0.08406785235576628,-0.07971228583278989
TCGA_ESCA_outer_test,random_survival_forest,7,365,0.05,0.19685926315439747,0.19685926315439747
TCGA_ESCA_outer_test,random_survival_forest,7,365,0.075,0.17668545924152224,0.17508008897767047
TCGA_ESCA_outer_test,random_survival_forest,7,365,0.1,0.15358583106159307,0.15209096068001413
TCGA_ESCA_outer_test,random_survival_forest,7,365,0.125,0.13629064521750528,0.12778816790820602
TCGA_ESCA_outer_test,random_survival_forest,7,365,0.15,0.09950785966636395,0.10205579909099746
TCGA_ESCA_outer_test,random_survival_forest,7,365,0.175,0.06437188319220036,0.07476389276971562
TCGA_ESCA_outer_test,random_survival_forest,7,365,0.2,0.02988622158545784,0.04576624230335369
TCGA_ESCA_outer_test,random_survival_forest,7,365,0.225,-0.007386325577275851,0.014897775677871622
TCGA_ESCA_outer_test,random_survival_forest,7,365,0.25,0.0017300571183598706,-0.018028588722642597
TCGA_ESCA_outer_test,random_survival_forest,7,365,0.275,0.02354733904201769,-0.05322573687491641
TCGA_ESCA_outer_test,random_survival_forest,7,365,0.3,0.0027520034167324084,-0.09093696703806689
TCGA_ESCA_outer_test,random_survival_forest,7,365,0.325,0.0036887655566907596,-0.131441621657747
TCGA_ESCA_outer_test,random_survival_forest,7,365,0.35,0.001433679248067081,-0.17506201894047954
TCGA_ESCA_outer_test,random_survival_forest,7,365,0.375,0.005924276449799624,-0.22217204800583065
TCGA_ESCA_outer_test,random_survival_forest,7,365,0.4,-0.0030483258599814994,-0.2732079128266277
TCGA_ESCA_outer_test,random_survival_forest,7,365,0.425,-0.00398957206810517,-0.3286816789361897
TCGA_ESCA_outer_test,random_survival_forest,7,365,0.45,0.005611139254756275,-0.38919851469207545
TCGA_ESCA_outer_test,random_survival_forest,7,365,0.475,0.0,-0.45547885861518833
TCGA_ESCA_outer_test,random_survival_forest,7,365,0.5,0.0,-0.5283872369306127
TCGA_ESCA_outer_test,random_survival_forest,7,365,0.525,0.0,-0.6089701813845029
TCGA_ESCA_outer_test,random_survival_forest,7,365,0.55,0.0,-0.6985067863332696
TCGA_ESCA_outer_test,random_survival_forest,7,365,0.575,0.0,-0.7985771095113026
TCGA_ESCA_outer_test,random_survival_forest,7,365,0.6,0.0,-0.9111562230865902
TCGA_ESCA_outer_test,random_survival_forest,7,1095,0.05,0.5683036589434585,0.5683036589434585
TCGA_ESCA_outer_test,random_survival_forest,7,1095,0.075,0.5565009108543498,0.5565009108543498
TCGA_ESCA_outer_test,random_survival_forest,7,1095,0.1,0.5440424545380684,0.5440424545380684
TCGA_ESCA_outer_test,random_survival_forest,7,1095,0.125,0.5308720864322852,0.5308720864322852
TCGA_ESCA_outer_test,random_survival_forest,7,1095,0.15,0.5169269907908677,0.5169269907908677
TCGA_ESCA_outer_test,random_survival_forest,7,1095,0.175,0.5021367378378492,0.5021367378378492
TCGA_ESCA_outer_test,random_survival_forest,7,1095,0.2,0.48642209407526693,0.48642209407526693
TCGA_ESCA_outer_test,random_survival_forest,7,1095,0.225,0.46969360232800195,0.46969360232800195
TCGA_ESCA_outer_test,random_survival_forest,7,1095,0.25,0.451849877797586,0.451849877797586
TCGA_ESCA_outer_test,random_survival_forest,7,1095,0.275,0.43277555157541725,0.43277555157541725
TCGA_ESCA_outer_test,random_survival_forest,7,1095,0.3,0.4123387734802364,0.4123387734802364
TCGA_ESCA_outer_test,random_survival_forest,7,1095,0.325,0.3903881599705978,0.3903881599705978
TCGA_ESCA_outer_test,random_survival_forest,7,1095,0.35,0.36063126189540856,0.3667490377294485
TCGA_ESCA_outer_test,random_survival_forest,7,1095,0.375,0.3290291942015608,0.34121878570900716
TCGA_ESCA_outer_test,random_survival_forest,7,1095,0.4,0.30137142117941607,0.31356101268686243
TCGA_ESCA_outer_test,random_survival_forest,7,1095,0.425,0.2247311494773051,0.28349821592366165
TCGA_ESCA_outer_test,random_survival_forest,7,1095,0.45,0.1760423531763689,0.2507024376365336
TCGA_ESCA_outer_test,random_survival_forest,7,1095,0.475,0.1760381664694715,0.2147832518934885
TCGA_ESCA_outer_test,random_survival_forest,7,1095,0.5,0.1267224456775522,0.1752721475761389
TCGA_ESCA_outer_test,random_survival_forest,7,1095,0.525,0.1225946614547761,0.13160197964643672
TCGA_ESCA_outer_test,random_survival_forest,7,1095,0.55,0.10479547467330697,0.08307957083565642
TCGA_ESCA_outer_test,random_survival_forest,7,1095,0.575,0.0785690536838694,0.028848643341255253
TCGA_ESCA_outer_test,random_survival_forest,7,1095,0.6,0.0604089760693263,-0.032161150089946355
TCGA_ESCA_outer_test,random_survival_forest,8,365,0.05,0.19559642990338,0.19559642990338
TCGA_ESCA_outer_test,random_survival_forest,8,365,0.075,0.17384546180618615,0.17384546180618615
TCGA_ESCA_outer_test,random_survival_forest,8,365,0.1,0.15088610659248153,0.15088610659248153
TCGA_ESCA_outer_test,random_survival_forest,8,365,0.125,0.12940609329214703,0.12661478822370809
TCGA_ESCA_outer_test,random_survival_forest,8,365,0.15,0.10587109679928221,0.10091574524500677
TCGA_ESCA_outer_test,random_survival_forest,8,365,0.175,0.08471461565901248,0.07365918451002054
TCGA_ESCA_outer_test,random_survival_forest,8,365,0.2,0.05318614584833087,0.04469908872909767
TCGA_ESCA_outer_test,random_survival_forest,8,365,0.225,0.024124026809822605,0.0138705996719862
TCGA_ESCA_outer_test,random_survival_forest,8,365,0.25,0.006809288675075603,-0.019013121988932652
TCGA_ESCA_outer_test,random_survival_forest,8,365,0.275,0.0065964339470857905,-0.054164686523018396
TCGA_ESCA_outer_test,random_survival_forest,8,365,0.3,0.00023784733985215967,-0.09182707709525303
TCGA_ESCA_outer_test,random_survival_forest,8,365,0.325,0.006632283289099299,-0.1322792743765421
TCGA_ESCA_outer_test,random_survival_forest,8,365,0.35,-0.0016009469821756366,-0.17584317914100725
TCGA_ESCA_outer_test,random_survival_forest,8,365,0.375,-0.003907827095814516,-0.22289219628662968
