panel,model,harrell_c_mean,harrell_c_std,harrell_c_count,uno_c_mean,uno_c_std,uno_c_count,integrated_brier_mean,integrated_brier_std,integrated_brier_count,brier_t365_mean,brier_t365_std,brier_t365_count,auc_t365_mean,auc_t365_std,auc_t365_count,calibration_intercept_t365_mean,calibration_intercept_t365_std,calibration_intercept_t365_count,calibration_slope_t365_mean,calibration_slope_t365_std,calibration_slope_t365_count,brier_t1095_mean,brier_t1095_std,brier_t1095_count,auc_t1095_mean,auc_t1095_std,auc_t1095_count,calibration_intercept_t1095_mean,calibration_intercept_t1095_std,calibration_intercept_t1095_count,calibration_slope_t1095_mean,calibration_slope_t1095_std,calibration_slope_t1095_count,brier_t1825_mean,brier_t1825_std,brier_t1825_count,auc_t1825_mean,auc_t1825_std,auc_t1825_count,calibration_intercept_t1825_mean,calibration_intercept_t1825_std,calibration_intercept_t1825_count,calibration_slope_t1825_mean,calibration_slope_t1825_std,calibration_slope_t1825_count
clinical,survpfn,0.59197180553295,0.0739607668027495,50,0.5930341554709406,0.08804942479543733,50,0.23844884847051584,0.06529881695425824,50,0.18300386485286338,0.02359323164289283,50,0.5931197956006734,0.1151521857186631,50,-0.3952254961202907,1.1641060772737715,50,0.8078482562594422,1.075422958597497,50,0.27616098929090205,0.08588265130515285,50,0.5207459721265522,0.1846589696347418,50,0.49678976055381574,0.9544794865364006,43,-0.016868109005734565,1.7996380720720975,43,0.21846955044739594,0.16016001670276572,50,0.6815339280427177,0.28410701510461733,31,0.11200356403335643,1.3664608085442118,8,0.2934636794179515,1.7916979617484223,8
